S.No,Time,Cycle,Lo-V,Hi-V,V-rise,Intensify,P-rise,Biscuit_Thick,Cast pressure,Cycle Time,,,
357,19:40:52,5030435,0.26,3.9,21,236,42,19,944,00:00:48,,,
358,19:41:41,5030436,0.25,3.89,22,235,40,20,940,00:00:49,,,
359,19:42:29,5030437,0.26,3.92,22,237,49,20,948,00:00:48,,,
360,19:43:18,5030438,0.26,4.03,24,236,50,21,944,00:00:49,,,
361,19:44:47,5030439,0.26,3.38,21,240,60,31,960,00:01:29,,,
362,19:45:35,5030440,0.26,4.16,23,237,37,16,948,00:00:48,,,
363,19:46:24,5030441,0.26,3.84,22,237,45,16,948,00:00:49,,,
364,19:47:12,5030442,0.26,4.02,20,238,39,17,952,00:00:48,,,
365,19:48:00,5030443,0.26,3.9,23,237,37,19,948,00:00:48,,,
366,19:48:49,5030444,0.26,3.88,20,237,46,20,948,00:00:49,,,
367,19:49:37,5030445,0.26,4.06,21,237,40,19,948,00:00:48,,,
368,19:50:25,5030446,0.26,4,21,237,47,18,948,00:00:48,,,
369,19:51:14,5030447,0.25,3.51,23,237,46,17,948,00:00:49,,,
370,19:52:02,5030448,0.26,3.95,22,237,39,18,948,00:00:48,,,
371,19:52:51,5030449,0.26,4.1,24,236,46,16,944,00:00:49,,,
372,19:53:39,5030450,0.26,4.31,23,236,57,10,944,00:00:48,,,
373,19:54:27,5030451,0.26,4.12,22,234,56,9,936,00:00:48,,,
374,19:58:44,5030452,0.25,4.4,23,240,36,16,960,00:04:17,,,
375,19:59:32,5030453,0.26,4.14,21,236,50,13,944,00:00:48,,,
376,20:00:21,5030454,0.26,4.19,22,234,49,8,936,00:00:49,,,
377,20:03:18,5030455,0.25,4.14,20,236,58,16,944,00:02:57,,,
378,20:04:08,5030456,0.26,4.15,21,238,49,22,952,00:00:50,,,
379,20:04:57,5030457,0.26,3.81,23,237,51,26,948,00:00:49,,,
380,20:05:44,5030458,0.26,3.94,23,236,38,18,944,00:00:47,,,
381,20:06:33,5030459,0.26,3.97,21,237,34,20,948,00:00:49,,,
382,20:07:21,5030460,0.25,3.95,24,238,49,21,952,00:00:48,,,
383,20:08:10,5030461,0.26,4.06,23,238,40,20,952,00:00:49,,,
384,20:08:59,5030462,0.25,4,23,238,36,20,952,00:00:49,,,
385,20:09:47,5030463,0.26,3.84,23,238,38,19,952,00:00:48,,,
386,20:10:36,5030464,0.26,3.95,21,236,38,18,944,00:00:49,,,
387,20:11:24,5030465,0.26,3.87,23,237,38,19,948,00:00:48,,,
388,20:12:13,5030466,0.26,4.07,23,236,46,15,944,00:00:49,,,
389,20:13:01,5030467,0.26,3.91,24,238,51,20,952,00:00:48,,,
390,20:13:50,5030468,0.26,4,23,237,42,18,948,00:00:49,,,
391,20:14:38,5030469,0.25,4.38,23,237,54,18,948,00:00:48,,,
392,20:15:27,5030470,0.26,4.06,21,237,38,17,948,00:00:49,,,
393,20:16:15,5030471,0.26,4.22,22,237,50,16,948,00:00:48,,,
394,20:18:36,5030472,0.26,3.98,25,234,55,25,936,00:02:21,,,
395,20:19:25,5030473,0.25,4.19,23,237,37,18,948,00:00:49,,,
396,20:20:13,5030474,0.26,3.99,23,237,48,16,948,00:00:48,,,
397,20:21:02,5030475,0.26,3.85,21,236,44,17,944,00:00:49,,,
398,20:21:50,5030476,0.26,4.04,24,237,38,18,948,00:00:48,,,
399,20:22:38,5030477,0.26,3.49,20,238,37,21,952,00:00:48,,,
400,20:24:59,5030478,0.26,3.88,22,242,55,29,968,00:02:21,,,
401,20:25:48,5030479,0.26,3.98,21,237,45,19,948,00:00:49,,,
402,20:26:37,5030480,0.26,4.04,23,237,45,17,948,00:00:49,,,
403,20:27:25,5030481,0.26,4.18,24,237,52,19,948,00:00:48,,,
404,20:28:14,5030482,0.26,3.7,22,237,51,24,948,00:00:49,,,
405,20:29:03,5030483,0.26,3.7,21,237,37,20,948,00:00:49,,,
406,20:29:51,5030484,0.26,3.99,22,237,40,17,948,00:00:48,,,
407,20:30:40,5030485,0.26,3.95,24,235,38,18,940,00:00:49,,,
408,20:31:28,5030486,0.26,3.97,23,237,44,18,948,00:00:48,,,
409,20:32:17,5030487,0.26,3.96,22,237,42,15,948,00:00:49,,,
410,20:33:05,5030488,0.26,3.75,21,237,37,18,948,00:00:48,,,
411,20:33:54,5030489,0.26,4.04,23,238,51,20,952,00:00:49,,,
412,20:34:42,5030490,0.26,3.97,21,236,48,19,944,00:00:48,,,
413,20:37:47,5030494,0.26,3.83,23,236,37,24,944,00:03:05,,,
414,20:38:47,5030495,0.26,3.74,22,236,56,21,944,00:01:00,,,
415,20:39:34,5030496,0.26,3.9,23,238,42,24,952,00:00:47,,,
416,20:40:22,5030497,0.26,3.84,22,236,50,20,944,00:00:48,,,
417,20:41:10,5030498,0.26,3.65,20,238,57,22,952,00:00:48,,,
418,20:41:59,5030499,0.25,3.76,23,237,39,18,948,00:00:49,,,
419,20:42:47,5030500,0.26,3.81,21,238,39,21,952,00:00:48,,,
420,20:43:36,5030501,0.26,3.97,24,235,53,14,940,00:00:49,,,
421,20:44:25,5030502,0.26,3.83,22,236,51,13,944,00:00:49,,,
422,20:45:13,5030503,0.26,4.16,21,236,39,17,944,00:00:48,,,
423,20:46:02,5030504,0.26,4.05,23,233,54,10,932,00:00:49,,,
424,20:46:50,5030505,0.25,3.68,22,235,52,13,940,00:00:48,,,
425,20:47:39,5030506,0.26,4.02,23,236,49,13,944,00:00:49,,,
426,20:48:28,5030507,0.26,4.06,24,237,43,16,948,00:00:49,,,
427,20:49:16,5030508,0.26,3.38,20,237,44,18,948,00:00:48,,,
428,20:50:05,5030509,0.26,4.19,22,237,37,16,948,00:00:49,,,
429,20:50:53,5030510,0.26,3.95,22,238,48,19,952,00:00:48,,,
430,20:51:42,5030511,0.26,3.51,20,237,53,17,948,00:00:49,,,
431,20:52:31,5030512,0.26,4.02,23,238,45,17,952,00:00:49,,,
432,20:53:19,5030513,0.26,4.07,24,237,40,17,948,00:00:48,,,
433,20:54:08,5030514,0.26,4.13,26,236,48,19,944,00:00:49,,,
434,20:54:57,5030515,0.26,3.75,24,236,38,20,944,00:00:49,,,
435,20:55:45,5030516,0.26,4.04,22,236,50,25,944,00:00:48,,,
436,20:56:34,5030517,0.26,3.64,22,238,40,23,952,00:00:49,,,
437,20:58:13,5030518,0.26,3.92,24,235,58,29,940,00:01:39,,,
438,20:59:01,5030519,0.26,3.95,22,236,52,24,944,00:00:48,,,
439,20:59:50,5030520,0.26,3.95,22,237,47,23,948,00:00:49,,,
440,21:00:38,5030521,0.26,4.07,23,237,49,20,948,00:00:48,,,
441,21:01:27,5030522,0.26,3.85,22,237,52,22,948,00:00:49,,,
442,21:02:15,5030523,0.26,3.98,23,236,46,22,944,00:00:48,,,
443,21:03:04,5030524,0.25,4,22,237,44,22,948,00:00:49,,,
444,21:07:04,5030525,0.26,4.05,23,241,54,27,964,00:04:00,,,
445,21:07:52,5030526,0.26,4.05,23,238,40,21,952,00:00:48,,,
446,21:08:41,5030527,0.26,3.95,22,236,52,21,944,00:00:49,,,
447,21:09:30,5030528,0.26,3.87,21,237,37,20,948,00:00:49,,,
448,21:10:18,5030529,0.26,4.06,24,237,49,21,948,00:00:48,,,
449,21:11:07,5030530,0.26,3.75,21,237,46,21,948,00:00:49,,,
450,21:12:41,5030531,0.26,3.54,22,237,43,29,948,00:01:34,,,
451,21:13:29,5030532,0.26,3.84,22,237,44,22,948,00:00:48,,,
452,21:14:18,5030533,0.26,3.91,23,237,37,23,948,00:00:49,,,
453,21:17:02,5030534,0.26,4.15,24,231,55,22,924,00:02:44,,,
454,21:17:51,5030535,0.26,4.1,21,235,57,9,940,00:00:49,,,
455,21:18:40,5030536,0.26,4.23,23,234,50,11,936,00:00:49,,,
456,21:19:29,5030537,0.25,4.01,22,233,54,11,932,00:00:49,,,
457,21:20:18,5030538,0.26,3.92,21,236,55,14,944,00:00:49,,,
458,21:21:07,5030539,0.26,3.76,22,237,48,17,948,00:00:49,,,
459,21:23:42,5030540,0.25,3.64,24,229,1,39,916,00:02:35,,,
460,21:25:06,5030541,0.25,3.56,20,243,56,24,972,00:01:24,,,
461,21:25:55,5030542,0.26,3.9,21,237,47,14,948,00:00:49,,,
462,21:26:43,5030543,0.26,4.31,22,239,39,20,956,00:00:48,,,
463,21:27:32,5030544,0.26,3.82,20,237,44,23,948,00:00:49,,,
464,21:28:20,5030545,0.25,3.98,24,238,55,23,952,00:00:48,,,
465,21:29:09,5030546,0.25,3.9,21,238,47,24,952,00:00:49,,,
466,22:04:42,5030586,0.26,4.12,23,237,45,20,948,00:35:33,,,
467,22:05:36,5030587,0.26,3.9,23,235,46,18,940,00:00:54,,,
468,22:07:22,5030588,0.26,4.02,22,235,48,24,940,00:01:46,,,
469,22:08:11,5030589,0.26,4.14,21,237,51,19,948,00:00:49,,,
470,22:09:00,5030590,0.26,4.1,23,236,51,15,944,00:00:49,,,
471,22:09:48,5030591,0.25,4.15,22,238,48,15,952,00:00:48,,,
472,22:10:37,5030592,0.26,4.23,22,237,43,14,948,00:00:49,,,
473,22:11:25,5030593,0.26,4.16,22,237,39,17,948,00:00:48,,,
474,22:12:14,5030594,0.26,4.23,23,238,37,16,952,00:00:49,,,
475,22:13:02,5030595,0.26,4.13,24,235,55,8,940,00:00:48,,,
476,22:13:51,5030596,0.26,4.14,21,236,36,17,944,00:00:49,,,
477,22:14:40,5030597,0.26,4.05,24,237,47,14,948,00:00:49,,,
478,22:15:28,5030598,0.26,4.03,21,237,49,16,948,00:00:48,,,
479,22:16:17,5030599,0.26,4.07,21,237,39,16,948,00:00:49,,,
480,22:17:05,5030600,0.26,3.79,23,236,46,14,944,00:00:48,,,
481,22:17:54,5030601,0.26,4.08,22,237,47,14,948,00:00:49,,,
482,22:18:42,5030602,0.25,3.88,22,235,44,14,940,00:00:48,,,
483,22:19:31,5030603,0.25,4.08,25,235,48,13,940,00:00:49,,,
484,22:20:19,5030604,0.26,4.33,24,237,46,14,948,00:00:48,,,
485,22:21:08,5030605,0.25,4.06,24,237,48,14,948,00:00:49,,,
486,22:21:56,5030606,0.25,3.95,22,236,37,17,944,00:00:48,,,
487,22:22:45,5030607,0.25,3.89,25,235,52,13,940,00:00:49,,,
488,22:23:34,5030608,0.26,4.2,23,236,51,13,944,00:00:49,,,
489,22:24:22,5030609,0.25,4.08,24,235,53,12,940,00:00:48,,,
490,22:25:11,5030610,0.26,4.08,22,236,54,11,944,00:00:49,,,
491,22:25:59,5030611,0.26,4.19,22,234,60,10,936,00:00:48,,,
492,22:26:48,5030612,0.25,4.16,24,235,50,13,940,00:00:49,,,
493,22:27:37,5030613,0.25,4.22,25,237,42,15,948,00:00:49,,,
494,22:28:25,5030614,0.25,4.06,22,234,57,12,936,00:00:48,,,
495,22:29:14,5030615,0.25,4.24,25,236,47,14,944,00:00:49,,,
496,22:30:02,5030616,0.26,3.91,23,235,52,13,940,00:00:48,,,
497,22:30:51,5030617,0.26,4.1,21,234,57,10,936,00:00:49,,,
498,22:31:40,5030618,0.26,4.18,23,235,50,11,940,00:00:49,,,
499,22:32:28,5030619,0.26,4.37,23,234,50,8,936,00:00:48,,,
500,22:33:17,5030620,0.25,3.96,23,232,52,10,928,00:00:49,,,
501,22:34:06,5030621,0.25,3.97,23,235,56,11,940,00:00:49,,,
502,22:34:54,5030622,0.26,4.03,21,233,60,10,932,00:00:48,,,
503,22:35:43,5030623,0.26,3.91,22,234,62,10,936,00:00:49,,,
504,22:36:32,5030624,0.26,4.14,23,233,62,9,932,00:00:49,,,
505,22:37:20,5030625,0.26,4.23,25,237,42,20,948,00:00:48,,,
506,22:38:09,5030626,0.26,4.27,24,236,51,23,944,00:00:49,,,
507,22:38:57,5030627,0.26,3.88,23,235,46,21,940,00:00:48,,,
508,22:39:46,5030628,0.26,3.76,21,237,38,18,948,00:00:49,,,
509,22:40:35,5030629,0.26,4.06,22,237,42,14,948,00:00:49,,,
510,23:23:35,5030672,0.26,3.97,21,237,39,20,948,00:43:00,,,
511,23:23:54,5030673,0.25,4.21,23,233,56,25,932,00:00:19,,,
512,23:24:41,5030674,0.26,4.23,20,239,53,22,956,00:00:47,,,
513,23:25:30,5030675,0.26,3.83,20,238,49,20,952,00:00:49,,,
514,23:26:18,5030676,0.25,4.07,24,238,52,22,952,00:00:48,,,
515,23:27:07,5030677,0.25,3.75,21,238,51,22,952,00:00:49,,,
516,23:27:56,5030678,0.26,3.98,22,237,46,19,948,00:00:49,,,
517,23:28:44,5030679,0.26,3.79,23,237,48,21,948,00:00:48,,,
518,23:29:33,5030680,0.26,3.96,22,237,47,22,948,00:00:49,,,
519,23:30:22,5030681,0.26,3.75,24,237,39,19,948,00:00:49,,,
520,23:31:11,5030682,0.26,4.04,24,237,36,20,948,00:00:49,,,
521,23:32:00,5030683,0.26,3.7,21,237,35,20,948,00:00:49,,,
522,23:32:49,5030684,0.25,3.83,22,237,48,19,948,00:00:49,,,
523,23:33:38,5030685,0.26,3.99,23,236,38,20,944,00:00:49,,,
524,23:34:26,5030686,0.26,3.91,23,238,40,19,952,00:00:48,,,
525,23:35:14,5030687,0.26,4.05,22,236,52,21,944,00:00:48,,,
526,23:36:03,5030688,0.26,3.69,21,239,48,19,956,00:00:49,,,
527,23:36:52,5030689,0.25,4.01,25,237,47,17,948,00:00:49,,,
528,23:37:41,5030690,0.26,3.68,23,237,43,18,948,00:00:49,,,
529,23:38:29,5030691,0.26,3.91,21,238,46,20,952,00:00:48,,,
530,23:39:18,5030692,0.26,3.69,22,237,50,23,948,00:00:49,,,
531,23:40:07,5030693,0.26,3.7,24,237,46,21,948,00:00:49,,,
532,23:40:55,5030694,0.25,3.98,22,235,36,17,940,00:00:48,,,
533,23:41:44,5030695,0.26,3.75,22,237,36,21,948,00:00:49,,,
534,23:42:32,5030696,0.25,3.72,22,237,42,22,948,00:00:48,,,
535,23:43:21,5030697,0.25,3.75,21,236,52,20,944,00:00:49,,,
536,23:44:10,5030698,0.26,3.83,23,235,34,19,940,00:00:49,,,
537,23:47:22,5030699,0.25,3.97,25,233,56,32,932,00:03:12,,,
538,23:48:11,5030700,0.26,3.97,21,238,38,20,952,00:00:49,,,
539,23:49:00,5030701,0.25,3.79,22,236,39,22,944,00:00:49,,,
540,23:49:48,5030702,0.26,3.87,22,237,48,22,948,00:00:48,,,
541,23:50:37,5030703,0.25,3.89,22,237,51,22,948,00:00:49,,,
542,23:51:26,5030704,0.26,3.62,23,236,49,22,944,00:00:49,,,
543,23:52:22,5030705,0.26,3.47,20,241,41,23,964,00:00:56,,,
544,23:53:10,5030706,0.25,3.97,22,236,44,17,944,00:00:48,,,
545,01:20:22,5030725,0.26,4.27,25,237,36,15,948,###############################################################################################################################################################################################################################################################,,,
546,01:46:13,5030726,0.26,0.25,4,77,108,2,308,00:25:51,,,
547,01:51:00,5030729,0.25,0.24,4,92,1,38,368,00:04:47,,,
548,01:52:31,5030730,0.25,0.24,4,71,1,25,284,00:01:31,,,
549,01:54:01,5030731,0.25,0.24,4,70,1,26,280,00:01:30,,,
550,01:59:01,5030732,0.25,0.24,4,70,1,17,280,00:05:00,,,
551,02:29:04,5030733,0.25,0.24,4,71,1,24,284,00:30:03,,,
552,02:29:54,5030734,0.25,0.23,4,71,1,22,284,00:00:50,,,
553,02:30:41,5030735,0.25,0.22,4,71,1,25,284,00:00:47,,,
554,02:31:37,5030736,0.25,0.19,4,130,1,40,520,00:00:56,,,
555,02:32:16,5030737,0.26,3.74,27,240,31,9,960,00:00:39,,,
556,02:34:24,5030738,0.25,3.97,24,234,39,13,936,00:02:08,,,
557,02:35:12,5030739,0.26,3.88,23,240,37,13,960,00:00:48,,,
558,02:35:59,5030740,0.26,3.75,24,242,38,13,968,00:00:47,,,
559,02:36:48,5030741,0.26,3.63,26,240,42,12,960,00:00:49,,,
560,02:37:36,5030742,0.26,3.81,23,243,39,12,972,00:00:48,,,
561,02:38:22,5030743,0.26,3.63,26,242,42,22,968,00:00:46,,,
562,02:39:09,5030744,0.26,3.57,24,242,39,20,968,00:00:47,,,
563,02:39:55,5030745,0.26,3.82,26,242,40,21,968,00:00:46,,,
564,02:40:47,5030746,0.26,3.6,24,241,45,21,964,00:00:52,,,
565,02:55:17,5030747,0.25,0.24,0,131,1,40,524,00:14:30,,,
566,02:55:55,5030748,0.26,0.23,0,72,1,34,288,00:00:38,,,
567,02:56:44,5030749,0.26,4.05,26,243,51,18,972,00:00:49,,,
568,02:57:34,5030750,0.26,4.18,28,240,56,19,960,00:00:50,,,
569,02:58:24,5030751,0.26,3.86,25,241,49,19,964,00:00:50,,,
570,02:59:13,5030752,0.26,3.96,26,242,56,19,968,00:00:49,,,
571,03:00:06,5030753,0.26,3.76,24,240,54,22,960,00:00:53,,,
572,03:00:57,5030754,0.26,3.85,26,240,50,20,960,00:00:51,,,
573,03:01:46,5030755,0.26,3.81,25,239,38,19,956,00:00:49,,,
574,03:02:34,5030756,0.26,3.77,26,242,39,21,968,00:00:48,,,
575,03:03:22,5030757,0.26,3.7,24,241,39,20,964,00:00:48,,,
576,03:04:09,5030758,0.26,3.6,23,239,35,20,956,00:00:47,,,
577,03:05:44,5030759,0.26,3.79,23,239,39,23,956,00:01:35,,,
578,03:06:31,5030760,0.26,3.77,26,239,39,20,956,00:00:47,,,
579,03:07:19,5030761,0.26,3.73,23,239,40,21,956,00:00:48,,,
580,03:08:06,5030762,0.26,3.8,23,241,37,21,964,00:00:47,,,
581,03:08:53,5030763,0.26,3.87,24,241,52,20,964,00:00:47,,,
582,03:09:41,5030764,0.26,3.88,22,242,40,20,968,00:00:48,,,
583,03:11:13,5030765,0.25,3.8,25,241,42,20,964,00:01:32,,,
584,03:12:00,5030766,0.26,3.72,24,243,43,22,972,00:00:47,,,
585,03:12:47,5030767,0.26,3.76,22,241,38,20,964,00:00:47,,,
586,03:13:35,5030768,0.26,3.82,24,239,40,21,956,00:00:48,,,
587,03:14:59,5030769,0.25,3.63,25,238,56,28,952,00:01:24,,,
588,03:15:47,5030770,0.25,3.8,27,240,39,21,960,00:00:48,,,
589,03:16:33,5030771,0.25,3.83,23,240,42,21,960,00:00:46,,,
590,03:17:20,5030772,0.26,3.85,22,240,40,22,960,00:00:47,,,
591,03:18:07,5030773,0.25,3.78,23,240,54,22,960,00:00:47,,,
592,03:18:54,5030774,0.26,4.01,22,240,55,22,960,00:00:47,,,
593,03:24:07,5030775,0.25,3.94,24,236,58,22,944,00:05:13,,,
594,03:25:00,5030776,0.25,3.22,20,240,42,21,960,00:00:53,,,
595,03:25:45,5030777,0.26,3.82,23,241,41,20,964,00:00:45,,,
596,03:26:33,5030778,0.26,3.83,21,239,40,21,956,00:00:48,,,
597,03:27:22,5030779,0.26,3.88,22,240,39,21,960,00:00:49,,,
598,03:28:12,5030780,0.26,4.15,21,240,40,22,960,00:00:50,,,
599,03:28:59,5030781,0.26,4.14,23,240,41,21,960,00:00:47,,,
600,03:29:48,5030782,0.26,4.07,22,242,39,21,968,00:00:49,,,
601,03:31:34,5030783,0.26,4.29,23,242,55,19,968,00:01:46,,,
602,03:32:22,5030784,0.26,4.21,23,239,58,20,956,00:00:48,,,
603,03:33:11,5030785,0.26,4.2,24,239,55,21,956,00:00:49,,,
604,03:34:00,5030786,0.26,4.21,21,239,61,21,956,00:00:49,,,
605,03:34:48,5030787,0.26,4.19,23,239,42,20,956,00:00:48,,,
606,03:35:37,5030788,0.26,4.26,23,239,41,20,956,00:00:49,,,
607,03:36:26,5030789,0.26,4.15,22,240,37,20,960,00:00:49,,,
608,03:37:15,5030790,0.26,4.14,22,239,46,22,956,00:00:49,,,
609,03:38:03,5030791,0.26,4.11,22,239,45,22,956,00:00:48,,,
610,03:38:51,5030792,0.25,4.07,24,240,34,21,960,00:00:48,,,
611,03:39:40,5030793,0.26,4.14,21,240,45,23,960,00:00:49,,,
612,03:40:29,5030794,0.25,4.15,24,239,44,24,956,00:00:49,,,
613,03:41:17,5030795,0.25,3.96,22,239,50,24,956,00:00:48,,,
614,03:42:06,5030796,0.24,3.84,24,238,51,23,952,00:00:49,,,
615,03:42:55,5030797,0.24,3.68,24,238,60,25,952,00:00:49,,,
616,03:43:43,5030798,0.23,3.56,39,238,56,24,952,00:00:48,,,
617,03:44:32,5030799,0.24,3.62,24,236,62,25,944,00:00:49,,,
618,03:47:30,5030800,0.23,3.02,23,241,20,36,964,00:02:58,,,
619,03:50:12,5030801,0.25,4.23,23,239,45,28,956,00:02:42,,,
620,03:51:01,5030802,0.25,4.19,22,239,40,22,956,00:00:49,,,
621,03:51:50,5030803,0.26,4.03,21,240,37,24,960,00:00:49,,,
622,03:52:39,5030804,0.26,4.17,21,240,38,21,960,00:00:49,,,
623,03:53:28,5030805,0.26,4.19,22,240,38,21,960,00:00:49,,,
624,03:54:16,5030806,0.26,4.22,23,240,39,22,960,00:00:48,,,
625,03:55:05,5030807,0.26,4.24,25,240,38,22,960,00:00:49,,,
626,03:55:54,5030808,0.26,4.3,25,239,40,20,956,00:00:49,,,
627,04:08:07,5030810,0.26,4.63,24,240,55,18,960,00:12:13,,,
628,04:08:55,5030811,0.26,4.31,23,239,39,20,956,00:00:48,,,
629,04:09:43,5030812,0.26,4.37,24,238,40,18,952,00:00:48,,,
630,04:10:32,5030813,0.26,4.36,24,239,49,19,956,00:00:49,,,
631,04:11:20,5030814,0.26,4.31,23,239,50,19,956,00:00:48,,,
632,04:12:09,5030815,0.26,4.34,24,239,39,18,956,00:00:49,,,
633,04:12:58,5030816,0.26,4.27,21,239,48,20,956,00:00:49,,,
634,04:13:47,5030817,0.26,4.33,22,239,54,20,956,00:00:49,,,
635,04:14:35,5030818,0.26,4.27,22,240,45,20,960,00:00:48,,,
636,04:15:24,5030819,0.26,4.18,22,239,41,20,956,00:00:49,,,
637,04:16:13,5030820,0.26,4.3,25,238,45,19,952,00:00:49,,,
638,04:17:02,5030821,0.26,4.33,22,239,41,18,956,00:00:49,,,
639,04:17:50,5030822,0.26,4.31,23,238,54,19,952,00:00:48,,,
640,04:18:39,5030823,0.26,4.31,25,238,42,19,952,00:00:49,,,
641,04:19:28,5030824,0.26,4.3,22,239,54,19,956,00:00:49,,,
642,04:20:18,5030825,0.26,4.31,25,238,39,19,952,00:00:50,,,
643,04:21:07,5030826,0.26,4.27,24,238,44,19,952,00:00:49,,,
644,04:21:54,5030827,0.26,4.33,25,238,48,21,952,00:00:47,,,
645,04:22:43,5030828,0.26,4.3,25,238,44,19,952,00:00:49,,,
646,04:23:32,5030829,0.26,4.33,22,239,39,19,956,00:00:49,,,
647,04:24:20,5030830,0.26,4.13,22,239,51,20,956,00:00:48,,,
648,04:25:09,5030831,0.26,4.3,24,238,44,19,952,00:00:49,,,
649,04:25:58,5030832,0.26,4.38,22,239,51,20,956,00:00:49,,,
650,04:26:46,5030833,0.26,4.26,24,241,48,20,964,00:00:48,,,
651,04:27:35,5030834,0.26,4.36,24,239,55,19,956,00:00:49,,,
652,04:28:24,5030835,0.26,4.18,22,239,54,21,956,00:00:49,,,
653,04:29:13,5030836,0.26,4.3,24,238,51,21,952,00:00:49,,,
654,04:30:02,5030837,0.26,4.25,22,239,41,22,956,00:00:49,,,
655,04:30:51,5030838,0.26,4.23,23,239,38,21,956,00:00:49,,,
656,04:31:40,5030839,0.26,4.31,22,238,50,20,952,00:00:49,,,
657,04:32:28,5030840,0.26,4.27,22,239,39,21,956,00:00:48,,,
658,04:33:17,5030841,0.26,4.22,23,238,41,21,952,00:00:49,,,
659,04:34:06,5030842,0.26,4.28,23,239,51,20,956,00:00:49,,,
660,04:34:55,5030843,0.26,4.2,22,239,59,22,956,00:00:49,,,
661,04:35:44,5030844,0.26,4.3,23,239,54,19,956,00:00:49,,,
662,04:36:33,5030845,0.26,4.31,25,238,47,19,952,00:00:49,,,
663,04:37:21,5030846,0.26,4.46,26,239,60,20,956,00:00:48,,,
664,04:38:10,5030847,0.26,4.5,27,238,40,19,952,00:00:49,,,
665,04:38:59,5030848,0.26,4.31,24,242,52,21,968,00:00:49,,,
666,04:39:48,5030849,0.26,4.52,24,238,42,21,952,00:00:49,,,
667,04:40:36,5030850,0.26,4.22,21,239,40,21,956,00:00:48,,,
668,04:41:25,5030851,0.26,4.32,22,239,42,17,956,00:00:49,,,
669,04:42:13,5030852,0.26,4.33,22,239,39,17,956,00:00:48,,,
670,04:43:02,5030853,0.26,4.28,24,239,43,19,956,00:00:49,,,
671,04:43:51,5030854,0.26,4.28,23,240,63,21,960,00:00:49,,,
672,04:44:40,5030855,0.26,4.22,21,240,59,21,960,00:00:49,,,
673,04:45:29,5030856,0.26,4.24,21,240,39,20,960,00:00:49,,,
674,04:46:18,5030857,0.26,4.27,22,239,61,20,956,00:00:49,,,
675,04:47:06,5030858,0.26,4.19,23,239,58,20,956,00:00:48,,,
676,04:47:55,5030859,0.26,4.28,23,239,61,20,956,00:00:49,,,
677,04:48:44,5030860,0.26,4.33,24,239,40,19,956,00:00:49,,,
678,04:49:33,5030861,0.26,4.3,25,239,40,18,956,00:00:49,,,
679,04:50:21,5030862,0.26,4.22,22,239,40,21,956,00:00:48,,,
680,04:51:10,5030863,0.26,4.3,22,239,41,20,956,00:00:49,,,
681,05:33:47,5030912,0.26,4.24,25,239,40,19,956,00:42:37,,,
682,05:34:13,5030913,0.26,4.22,23,239,61,20,956,00:00:26,,,
683,05:35:02,5030914,0.26,4.4,23,239,38,20,956,00:00:49,,,
684,05:35:52,5030915,0.26,4.24,25,240,38,20,960,00:00:50,,,
685,05:36:45,5030916,0.26,4.28,22,239,53,19,956,00:00:53,,,
686,05:37:29,5030917,0.26,4.34,22,239,39,19,956,00:00:44,,,
687,05:38:18,5030918,0.26,4.24,22,239,44,20,956,00:00:49,,,
688,05:39:07,5030919,0.26,4.25,22,239,39,20,956,00:00:49,,,
689,05:39:56,5030920,0.26,4.28,21,239,50,20,956,00:00:49,,,
690,05:40:45,5030921,0.26,4.24,23,238,50,19,952,00:00:49,,,
691,05:41:34,5030922,0.26,4.22,24,238,40,20,952,00:00:49,,,
692,05:42:23,5030923,0.26,4.26,22,239,35,19,956,00:00:49,,,
693,05:43:12,5030924,0.26,4.33,24,240,39,19,960,00:00:49,,,
694,05:44:00,5030925,0.26,4.27,24,240,38,20,960,00:00:48,,,
695,05:44:49,5030926,0.26,4.22,21,239,37,20,956,00:00:49,,,
696,05:45:38,5030927,0.26,4.24,24,240,39,20,960,00:00:49,,,
697,05:46:27,5030928,0.26,4.25,23,240,39,19,960,00:00:49,,,
698,05:47:16,5030929,0.26,4.21,22,240,39,20,960,00:00:49,,,
699,05:48:06,5030930,0.26,4.37,25,240,40,19,960,00:00:50,,,
700,05:48:53,5030931,0.26,4.31,24,241,51,19,964,00:00:47,,,
701,05:49:46,5030932,0.26,4.28,21,241,37,19,964,00:00:53,,,
702,05:50:31,5030933,0.26,4.3,22,240,50,19,960,00:00:45,,,
703,05:51:20,5030934,0.26,4.28,22,240,39,20,960,00:00:49,,,
704,05:52:09,5030935,0.26,4.36,23,240,49,18,960,00:00:49,,,
705,05:52:58,5030936,0.26,4.34,23,240,38,18,960,00:00:49,,,
706,05:53:47,5030937,0.26,4.31,22,239,41,19,956,00:00:49,,,
707,05:54:35,5030938,0.26,4.31,23,239,39,18,956,00:00:48,,,
708,05:55:24,5030939,0.26,4.14,22,239,38,19,956,00:00:49,,,
709,05:56:13,5030940,0.26,4.19,24,239,49,21,956,00:00:49,,,
710,05:57:01,5030941,0.26,4.32,22,240,38,21,960,00:00:48,,,
711,05:57:51,5030942,0.26,4.28,24,238,53,19,952,00:00:50,,,
712,05:58:40,5030943,0.26,4.25,23,240,49,20,960,00:00:49,,,
713,05:59:29,5030944,0.26,4.23,24,240,41,21,960,00:00:49,,,
